Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
Contoso;Regular;167,73;329;272;Home Theater
Contoso;Regular;155,89;339;273;Home Theater
Contoso;Regular;183,49;399;274;Home Theater
Contoso;Regular;243,27;529;276;Home Theater
Contoso;Regular;244,72;480;277;Home Theater
Contoso;Regular;183,54;360;278;Home Theater
Contoso;Regular;167,73;329;280;Home Theater
Contoso;Regular;294,54;889;281;Home Theater
Contoso;Regular;208,52;409;282;Home Theater
Contoso;Regular;197,28;429;283;Home Theater
Contoso;Regular;224,87;489;284;Home Theater
Contoso;Regular;167,73;329;285;Home Theater
Contoso;Regular;155,89;339;286;Home Theater
Contoso;Regular;183,49;399;287;Home Theater
Contoso;Regular;243,27;529;289;Home Theater
Contoso;Regular;244,72;480;290;Home Theater
Contoso;Regular;183,54;360;291;Home Theater
Contoso;Regular;157,73;343;1102;Câmera Digital SLR
Contoso;Regular;164,63;358;1103;Câmera Digital SLR
Contoso;Regular;141,47;427;1104;Câmera Digital SLR
Contoso;Regular;188,19;568;1105;Câmera Digital SLR
Contoso;Regular;164,63;358;1107;Câmera Digital SLR
Contoso;Regular;133,36;290;1466;Smartphone
Contoso;Regular;138,42;301;1467;Smartphone
Contoso;Regular;117,73;256;1459;Smartphone
Contoso;Regular;137,96;300;1460;Smartphone
Contoso;Regular;141,64;308;1461;Smartphone
Contoso;Regular;123,24;268;1462;Smartphone
Contoso;Regular;134,74;293;1463;Smartphone
Contoso;Regular;118,65;258;1464;Smartphone
Contoso;Regular;321,44;699;577;Projetor
Contoso;Regular;459,4;999;578;Projetor
Contoso;Regular;116,75;229;579;Projetor
Contoso;Regular;254,4;499;580;Projetor
Contoso;Regular;152,08;459;581;Projetor
Contoso;Regular;137,5;299;582;Projetor
Contoso;Regular;83,16;251;583;Projetor
Contoso;Regular;321,44;699;589;Projetor
Contoso;Regular;459,4;999;590;Projetor
Contoso;Regular;116,75;229;591;Projetor
Contoso;Regular;254,4;499;592;Projetor
Contoso;Regular;152,08;459;593;Projetor
Contoso;Regular;137,5;299;594;Projetor
Contoso;Regular;83,16;251;595;Projetor
Contoso;Regular;321,44;699;601;Projetor
Contoso;Regular;459,4;999;602;Projetor
Contoso;Regular;116,75;229;603;Projetor
Contoso;Regular;254,4;499;604;Projetor
Contoso;Regular;152,08;459;605;Projetor
Contoso;Regular;137,5;299;606;Projetor
Contoso;Regular;83,16;251;607;Projetor
Contoso;Regular;188,19;568;1077;Câmera Digital SLR
Contoso;Regular;164,63;358;1079;Câmera Digital SLR
Contoso;Regular;188,19;568;1081;Câmera Digital SLR
Contoso;Regular;164,63;358;1083;Câmera Digital SLR
Contoso;Regular;188,19;568;1085;Câmera Digital SLR
Contoso;Regular;164,63;358;1087;Câmera Digital SLR
Contoso;Regular;188,19;568;1089;Câmera Digital SLR
Contoso;Regular;152,68;332;1090;Câmera Digital SLR
Contoso;Regular;164,63;358;1091;Câmera Digital SLR
Contoso;Regular;188,19;568;1093;Câmera Digital SLR
Contoso;Regular;152,68;332;1094;Câmera Digital SLR
Contoso;Regular;164,63;358;1095;Câmera Digital SLR
Contoso;Regular;188,19;568;1097;Câmera Digital SLR
Contoso;Regular;157,73;343;1098;Câmera Digital SLR
Contoso;Regular;164,63;358;1099;Câmera Digital SLR
Contoso;Regular;188,19;568;1101;Câmera Digital SLR
Contoso;Regular;26,21;56,99;1616;Filme DVD
Contoso;Regular;26,67;57,99;1617;Filme DVD
Contoso;Regular;27,13;58,99;1618;Filme DVD
Contoso;Regular;27,59;59,99;1619;Filme DVD
Contoso;Regular;28,05;60,99;1620;Filme DVD
Contoso;Regular;8,27;17,99;1627;Filme DVD
Contoso;Regular;6,39;13,89;1628;Filme DVD
Contoso;Regular;5,82;12,66;1631;Filme DVD
Contoso;Regular;8,27;17,99;1632;Filme DVD
Contoso;Regular;6,39;13,89;1633;Filme DVD
Contoso;Regular;5,82;12,66;1636;Filme DVD
Contoso;Regular;8,27;17,99;1637;Filme DVD
Contoso;Regular;6,39;13,89;1638;Filme DVD
Contoso;Regular;5,82;12,66;1641;Filme DVD
Contoso;Regular;26,62;57,88;1642;Filme DVD
Contoso;Regular;26,62;57,88;1643;Filme DVD
Contoso;Regular;26,62;57,88;1644;Filme DVD
Contoso;Regular;26,62;57,88;1645;Filme DVD
Contoso;Regular;73,57;159,99;1646;Filme DVD
Contoso;Regular;82,77;179,99;1647;Filme DVD
Contoso;Regular;73,57;159,99;1651;Filme DVD
Contoso;Regular;82,77;179,99;1652;Filme DVD
Contoso;Regular;73,57;159,99;1656;Filme DVD
Contoso;Regular;82,77;179,99;1657;Filme DVD
Wide World Importers;Luxo;98,07;296;53;Caneta Gravadora
Wide World Importers;Luxo;98,07;296;54;Caneta Gravadora
Wide World Importers;Luxo;98,07;296;55;Caneta Gravadora
Wide World Importers;Luxo;98,07;296;56;Caneta Gravadora
Wide World Importers;Luxo;82,83;249,99;111;Fone de Ouvido Bluetooth
Wide World Importers;Luxo;82,83;249,99;112;Fone de Ouvido Bluetooth
Wide World Importers;Luxo;82,83;249,99;113;Fone de Ouvido Bluetooth
Wide World Importers;Luxo;82,83;249,99;114;Fone de Ouvido Bluetooth
Wide World Importers;Luxo;82,83;249,99;115;Fone de Ouvido Bluetooth
Adventure Works;Luxo;960,82;2899,99;145;Televisão
Adventure Works;Luxo;960,82;2899,99;146;Televisão
Adventure Works;Luxo;960,82;2899,99;147;Televisão
Adventure Works;Luxo;960,82;2899,99;148;Televisão
Adventure Works;Luxo;527,53;1592,2;161;Televisão
Adventure Works;Luxo;527,53;1592,2;162;Televisão
Adventure Works;Luxo;527,53;1592,2;163;Televisão
Adventure Works;Luxo;527,53;1592,2;164;Televisão
Southridge Video;Luxo;55,99;169;172;DVD
Southridge Video;Luxo;55,99;169;185;DVD
Litware;Luxo;367,43;1109;204;Home Theater
Litware;Luxo;367,43;1109;220;Home Theater
Litware;Luxo;367,43;1109;236;Home Theater
Wide World Importers;Luxo;827,97;2499;634;Projetor
A. Datum;Luxo;96,08;290;950;Câmera Digital
A. Datum;Luxo;143,26;281;951;Câmera Digital
The Phone Company;Luxo;142,56;310;1521;Tablet
The Phone Company;Luxo;125,9;380;1522;Tablet
The Phone Company;Luxo;151,76;330;1524;Tablet
The Phone Company;Luxo;133,19;402;1525;Tablet
The Phone Company;Luxo;100,06;302;1528;Tablet
The Phone Company;Luxo;128,88;389;1531;Tablet
Fabrikam;Luxo;530,11;1600;1156;Câmera e Filmadora
Fabrikam;Luxo;523,49;1580;1157;Câmera e Filmadora
Fabrikam;Luxo;516,86;1560;1158;Câmera e Filmadora
Fabrikam;Luxo;503,61;1520;1159;Câmera e Filmadora
Adventure Works;Luxo;321,05;969;428;Desktop
Adventure Works;Luxo;321,05;969;433;Desktop
Proseware;Luxo;75,54;228;690;Impressora, Scanner & Fax
Proseware;Luxo;78,19;236;691;Impressora, Scanner & Fax
Proseware;Luxo;82,17;248;692;Impressora, Scanner & Fax
Proseware;Luxo;75,87;229;693;Impressora, Scanner & Fax
A. Datum;Luxo;96,08;290;978;Câmera Digital
A. Datum;Luxo;143,26;281;979;Câmera Digital
Southridge Video;Luxo;330,99;999;302;Sistema Audivisual para Carro
Southridge Video;Luxo;287,92;869;303;Sistema Audivisual para Carro
Southridge Video;Luxo;330,99;999;318;Sistema Audivisual para Carro
Southridge Video;Luxo;287,92;869;319;Sistema Audivisual para Carro
Wide World Importers;Luxo;304,48;919;450;Desktop
Wide World Importers;Luxo;304,48;919;455;Desktop
Proseware;Luxo;271,35;819;461;Monitor
Proseware;Luxo;287,92;869;462;Monitor
Fabrikam;Luxo;213,7;645;1112;Câmera Digital SLR
Wide World Importers;Luxo;271,35;819;517;Monitor
Wide World Importers;Luxo;287,92;869;518;Monitor
The Phone Company;Luxo;142,56;310;1489;Tablet
Southridge Video;Luxo;330,99;999;334;Sistema Audivisual para Carro
Southridge Video;Luxo;287,92;869;335;Sistema Audivisual para Carro
Adventure Works;Luxo;430,38;1299;362;Laptop
Adventure Works;Luxo;430,38;1299;368;Laptop
Adventure Works;Luxo;430,38;1299;374;Laptop
Wide World Importers;Luxo;760,38;2295;622;Projetor
Wide World Importers;Luxo;827,97;2499;623;Projetor
Wide World Importers;Luxo;760,38;2295;633;Projetor
Adventure Works;Luxo;430,38;1299;380;Laptop
Adventure Works;Luxo;430,38;1299;386;Laptop
Wide World Importers;Luxo;430,38;1299;390;Laptop
Wide World Importers;Luxo;430,38;1299;396;Laptop
Wide World Importers;Luxo;430,38;1299;402;Laptop
Proseware;Luxo;430,38;1299;404;Laptop
Proseware;Luxo;430,38;1299;410;Laptop
Adventure Works;Luxo;321,05;969;416;Desktop
Adventure Works;Luxo;321,05;969;422;Desktop
Wide World Importers;Luxo;304,48;919;438;Desktop
Wide World Importers;Luxo;304,48;919;444;Desktop
Proseware;Luxo;271,35;819;475;Monitor
Proseware;Luxo;287,92;869;476;Monitor
Adventure Works;Luxo;271,35;819;489;Monitor
Adventure Works;Luxo;287,92;869;490;Monitor
Adventure Works;Luxo;271,35;819;503;Monitor
Adventure Works;Luxo;287,92;869;504;Monitor
Wide World Importers;Luxo;271,35;819;528;Monitor
Wide World Importers;Luxo;287,92;869;529;Monitor
Proseware;Luxo;760,38;2295;539;Projetor
Proseware;Luxo;827,97;2499;540;Projetor
Proseware;Luxo;760,38;2295;551;Projetor
Proseware;Luxo;827,97;2499;552;Projetor
Proseware;Luxo;760,38;2295;563;Projetor
Proseware;Luxo;827,97;2499;564;Projetor
Wide World Importers;Luxo;760,38;2295;611;Projetor
Wide World Importers;Luxo;827,97;2499;612;Projetor
Proseware;Luxo;75,54;228;661;Impressora, Scanner & Fax
Proseware;Luxo;78,19;236;662;Impressora, Scanner & Fax
Proseware;Luxo;82,17;248;663;Impressora, Scanner & Fax
Proseware;Luxo;75,87;229;664;Impressora, Scanner & Fax
Proseware;Luxo;75,54;228;719;Impressora, Scanner & Fax
Proseware;Luxo;78,19;236;720;Impressora, Scanner & Fax
Proseware;Luxo;82,17;248;721;Impressora, Scanner & Fax
Proseware;Luxo;75,87;229;722;Impressora, Scanner & Fax
Proseware;Luxo;75,54;228;738;Impressora, Scanner & Fax
Proseware;Luxo;78,19;236;739;Impressora, Scanner & Fax
Proseware;Luxo;82,17;248;740;Impressora, Scanner & Fax
Proseware;Luxo;75,87;229;741;Impressora, Scanner & Fax
Southridge Video;Luxo;59,31;179;915;Acessório para Computador
Southridge Video;Luxo;59,31;179;916;Acessório para Computador
Southridge Video;Luxo;59,31;179;917;Acessório para Computador
Southridge Video;Luxo;59,31;179;918;Acessório para Computador
A. Datum;Luxo;96,08;290;964;Câmera Digital
A. Datum;Luxo;143,26;281;965;Câmera Digital
A. Datum;Luxo;96,08;290;992;Câmera Digital
A. Datum;Luxo;143,26;281;993;Câmera Digital
A. Datum;Luxo;96,08;290;1006;Câmera Digital
A. Datum;Luxo;143,26;281;1007;Câmera Digital
A. Datum;Luxo;96,08;290;1020;Câmera Digital
A. Datum;Luxo;143,26;281;1021;Câmera Digital
A. Datum;Luxo;96,08;290;1034;Câmera Digital
A. Datum;Luxo;143,26;281;1035;Câmera Digital
Fabrikam;Luxo;213,7;645;1116;Câmera Digital SLR
Fabrikam;Luxo;217,68;657;1120;Câmera Digital SLR
Fabrikam;Luxo;530,11;1600;1180;Câmera e Filmadora
Fabrikam;Luxo;523,49;1580;1181;Câmera e Filmadora
Fabrikam;Luxo;516,86;1560;1182;Câmera e Filmadora
Fabrikam;Luxo;503,61;1520;1183;Câmera e Filmadora
Fabrikam;Luxo;530,11;1600;1204;Câmera e Filmadora
Fabrikam;Luxo;523,49;1580;1205;Câmera e Filmadora
Fabrikam;Luxo;516,86;1560;1206;Câmera e Filmadora
Fabrikam;Luxo;503,61;1520;1207;Câmera e Filmadora
The Phone Company;Luxo;175,27;529;1425;Smartphone
The Phone Company;Luxo;195,15;589;1426;Smartphone
Fabrikam;Luxo;217,68;657;1124;Câmera Digital SLR
Fabrikam;Luxo;536,74;1620;1228;Câmera e Filmadora
Fabrikam;Luxo;516,86;1560;1229;Câmera e Filmadora
Fabrikam;Luxo;506,92;1530;1230;Câmera e Filmadora
Fabrikam;Luxo;496,98;1500;1231;Câmera e Filmadora
The Phone Company;Luxo;133,19;402;1543;Tablet
The Phone Company;Luxo;100,06;302;1546;Tablet
The Phone Company;Luxo;128,88;389;1549;Tablet
The Phone Company;Luxo;131,87;398;1552;Tablet
The Phone Company;Luxo;131,87;398;1570;Tablet
Southridge Video;Luxo;72,56;219;1577;Filme DVD
Southridge Video;Luxo;72,56;219;1578;Filme DVD
Southridge Video;Luxo;72,56;219;1579;Filme DVD
Southridge Video;Luxo;72,56;219;1580;Filme DVD
Southridge Video;Luxo;72,56;219;1581;Filme DVD
Southridge Video;Luxo;7,58;22,89;1585;Filme DVD
Southridge Video;Luxo;7,58;22,89;1590;Filme DVD
Southridge Video;Luxo;7,58;22,89;1595;Filme DVD
The Phone Company;Luxo;142,56;310;1479;Tablet
The Phone Company;Luxo;175,27;529;1408;Smartphone
The Phone Company;Luxo;195,15;589;1409;Smartphone
The Phone Company;Luxo;175,27;529;1442;Smartphone
The Phone Company;Luxo;195,15;589;1443;Smartphone
The Phone Company;Luxo;142,56;310;1499;Tablet
The Phone Company;Luxo;142,56;310;1509;Tablet
The Phone Company;Luxo;142,56;310;1519;Tablet
The Phone Company;Luxo;131,87;398;1534;Tablet
The Phone Company;Luxo;121,93;368;1537;Tablet
The Phone Company;Luxo;142,56;310;1539;Tablet
The Phone Company;Luxo;125,9;380;1540;Tablet
The Phone Company;Luxo;151,76;330;1542;Tablet
The Phone Company;Luxo;121,93;368;1555;Tablet
The Phone Company;Luxo;142,56;310;1557;Tablet
The Phone Company;Luxo;125,9;380;1558;Tablet
The Phone Company;Luxo;151,76;330;1560;Tablet
The Phone Company;Luxo;133,19;402;1561;Tablet
The Phone Company;Luxo;100,06;302;1564;Tablet
The Phone Company;Luxo;128,88;389;1567;Tablet
Southridge Video;Luxo;86,14;259,99;1604;Filme DVD
Southridge Video;Luxo;96,08;289,99;1605;Filme DVD
Southridge Video;Luxo;86,14;259,99;1609;Filme DVD
Southridge Video;Luxo;96,08;289,99;1610;Filme DVD
Southridge Video;Luxo;86,14;259,99;1614;Filme DVD
Southridge Video;Luxo;96,08;289,99;1615;Filme DVD
Wide World Importers;Econômico;76,45;149,95;46;Caneta Gravadora
Wide World Importers;Econômico;76,45;149,95;47;Caneta Gravadora
Wide World Importers;Econômico;76,45;149,95;48;Caneta Gravadora
Wide World Importers;Econômico;79,53;156;57;Caneta Gravadora
Wide World Importers;Econômico;79,53;156;58;Caneta Gravadora
Wide World Importers;Econômico;79,53;156;59;Caneta Gravadora
Wide World Importers;Econômico;79,53;156;60;Caneta Gravadora
Northwind Traders;Econômico;13,1;25,69;66;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;13,1;25,69;67;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;13,1;25,69;68;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;13,1;25,69;69;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;22,05;47,95;70;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;22,05;47,95;71;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;22,05;47,95;72;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;22,05;47,95;73;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;17,45;37,95;74;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;17,45;37,95;75;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;17,45;37,95;76;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;17,45;37,95;77;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;18,65;40,55;78;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;18,65;40,55;79;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;18,65;40,55;80;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;18,65;40,55;81;Fone de Ouvido Bluetooth
Northwind Traders;Econômico;18,65;40,55;82;Fone de Ouvido Bluetooth
Wide World Importers;Econômico;34,36;67,4;93;Fone de Ouvido Bluetooth
Wide World Importers;Econômico;34,36;67,4;94;Fone de Ouvido Bluetooth
Wide World Importers;Econômico;34,36;67,4;95;Fone de Ouvido Bluetooth
Wide World Importers;Econômico;34,36;67,4;96;Fone de Ouvido Bluetooth
Wide World Importers;Econômico;34,36;67,4;97;Fone de Ouvido Bluetooth
Adventure Works;Econômico;86,67;169,99;116;Televisão
Adventure Works;Econômico;86,67;169,99;117;Televisão
Adventure Works;Econômico;86,67;169,99;118;Televisão
Adventure Works;Econômico;61,17;119,99;119;Televisão
Adventure Works;Econômico;61,17;119,99;120;Televisão
Adventure Works;Econômico;61,17;119,99;121;Televisão
Adventure Works;Econômico;73,11;143,4;125;Televisão
Adventure Works;Econômico;73,11;143,4;126;Televisão
Adventure Works;Econômico;73,11;143,4;127;Televisão
Adventure Works;Econômico;73,11;143,4;128;Televisão
Adventure Works;Econômico;101,97;200;129;Televisão
Adventure Works;Econômico;101,97;200;130;Televisão
Adventure Works;Econômico;101,97;200;131;Televisão
Adventure Works;Econômico;101,97;200;132;Televisão
Southridge Video;Econômico;35,18;69;167;DVD
Southridge Video;Econômico;45,53;99;171;DVD
Southridge Video;Econômico;45,83;89,9;173;DVD
Southridge Video;Econômico;29,01;56,9;177;DVD
Southridge Video;Econômico;33,65;66;178;DVD
Southridge Video;Econômico;35,18;69;180;DVD
Southridge Video;Econômico;45,53;99;184;DVD
Southridge Video;Econômico;45,83;89,9;186;DVD
Southridge Video;Econômico;29,01;56,9;190;DVD
Southridge Video;Econômico;33,65;66;191;DVD
Litware;Econômico;152,44;299;194;Home Theater
Litware;Econômico;137,6;269,9;196;Home Theater
Litware;Econômico;152,9;299,9;197;Home Theater
Litware;Econômico;152,44;299;210;Home Theater
Litware;Econômico;137,6;269,9;212;Home Theater
Litware;Econômico;152,9;299,9;213;Home Theater
Litware;Econômico;152,44;299;226;Home Theater
Litware;Econômico;137,6;269,9;228;Home Theater
Litware;Econômico;152,9;299,9;229;Home Theater
Southridge Video;Econômico;30,58;59,99;891;Acessório para Computador
Southridge Video;Econômico;30,58;59,99;892;Acessório para Computador
Southridge Video;Econômico;30,58;59,99;893;Acessório para Computador
Southridge Video;Econômico;30,58;59,99;894;Acessório para Computador
Southridge Video;Econômico;21,28;41,73;895;Acessório para Computador
Southridge Video;Econômico;21,28;41,73;896;Acessório para Computador
Southridge Video;Econômico;21,28;41,73;897;Acessório para Computador
Southridge Video;Econômico;21,28;41,73;898;Acessório para Computador
Proseware;Econômico;40,28;79;644;Impressora, Scanner & Fax
Proseware;Econômico;44,36;87;647;Impressora, Scanner & Fax
Proseware;Econômico;40,28;79;648;Impressora, Scanner & Fax
Proseware;Econômico;46,39;91;649;Impressora, Scanner & Fax
Proseware;Econômico;39,77;78;650;Impressora, Scanner & Fax
A. Datum;Econômico;75,88;165;947;Câmera Digital
Southridge Video;Econômico;22,43;44;902;Acessório para Computador
Southridge Video;Econômico;38,74;75,99;903;Acessório para Computador
Southridge Video;Econômico;38,74;75,99;904;Acessório para Computador
Southridge Video;Econômico;38,74;75,99;905;Acessório para Computador
Southridge Video;Econômico;38,74;75,99;906;Acessório para Computador
Southridge Video;Econômico;52;102;907;Acessório para Computador
Southridge Video;Econômico;52;102;908;Acessório para Computador
Southridge Video;Econômico;52;102;909;Acessório para Computador
Southridge Video;Econômico;52;102;910;Acessório para Computador
Fabrikam;Econômico;91,77;180;1164;Câmera e Filmadora
Fabrikam;Econômico;86,67;170;1165;Câmera e Filmadora
Fabrikam;Econômico;84,12;165;1166;Câmera e Filmadora
Fabrikam;Econômico;81,57;160;1167;Câmera e Filmadora
Southridge Video;Econômico;142,24;279;327;Sistema Audivisual para Carro
Southridge Video;Econômico;132,05;259;328;Sistema Audivisual para Carro
Southridge Video;Econômico;137,14;269;329;Sistema Audivisual para Carro
Southridge Video;Econômico;101,46;199;331;Sistema Audivisual para Carro
Southridge Video;Econômico;111,65;219;332;Sistema Audivisual para Carro
Southridge Video;Econômico;17,33;33,99;927;Acessório para Computador
Southridge Video;Econômico;17,33;33,99;928;Acessório para Computador
Southridge Video;Econômico;17,33;33,99;929;Acessório para Computador
Southridge Video;Econômico;17,33;33,99;930;Acessório para Computador
Southridge Video;Econômico;28,04;55;931;Acessório para Computador
Southridge Video;Econômico;28,04;55;932;Acessório para Computador
Southridge Video;Econômico;28,04;55;933;Acessório para Computador
Southridge Video;Econômico;50,47;99;938;Acessório para Computador
Southridge Video;Econômico;50,47;99;939;Acessório para Computador
Southridge Video;Econômico;50,47;99;940;Acessório para Computador
Southridge Video;Econômico;21,41;41,99;941;Acessório para Computador
Southridge Video;Econômico;21,41;41,99;942;Acessório para Computador
Southridge Video;Econômico;21,41;41,99;943;Acessório para Computador
A. Datum;Econômico;59,32;129;944;Câmera Digital
A. Datum;Econômico;68,06;148;946;Câmera Digital
A. Datum;Econômico;59,32;129;958;Câmera Digital
A. Datum;Econômico;68,06;148;960;Câmera Digital
Adventure Works;Econômico;137,63;269,95;430;Desktop
Adventure Works;Econômico;137,63;269,95;435;Desktop
Proseware;Econômico;40,28;79;677;Impressora, Scanner & Fax
Proseware;Econômico;46,39;91;678;Impressora, Scanner & Fax
Proseware;Econômico;39,77;78;679;Impressora, Scanner & Fax
Proseware;Econômico;52;102;694;Impressora, Scanner & Fax
A. Datum;Econômico;59,32;129;972;Câmera Digital
A. Datum;Econômico;68,06;148;974;Câmera Digital
A. Datum;Econômico;75,88;165;975;Câmera Digital
A. Datum;Econômico;59,32;129;986;Câmera Digital
A. Datum;Econômico;68,06;148;988;Câmera Digital
A. Datum;Econômico;75,88;165;989;Câmera Digital
Fabrikam;Econômico;91,77;180;1212;Câmera e Filmadora
Fabrikam;Econômico;86,67;170;1213;Câmera e Filmadora
Fabrikam;Econômico;84,12;165;1214;Câmera e Filmadora
Fabrikam;Econômico;81,57;160;1215;Câmera e Filmadora
Southridge Video;Econômico;142,24;279;295;Sistema Audivisual para Carro
Southridge Video;Econômico;132,05;259;296;Sistema Audivisual para Carro
Southridge Video;Econômico;137,14;269;297;Sistema Audivisual para Carro
Southridge Video;Econômico;101,46;199;299;Sistema Audivisual para Carro
Southridge Video;Econômico;111,65;219;300;Sistema Audivisual para Carro
Southridge Video;Econômico;142,24;279;311;Sistema Audivisual para Carro
Southridge Video;Econômico;132,05;259;312;Sistema Audivisual para Carro
Southridge Video;Econômico;137,14;269;313;Sistema Audivisual para Carro
Southridge Video;Econômico;101,46;199;315;Sistema Audivisual para Carro
Southridge Video;Econômico;111,65;219;316;Sistema Audivisual para Carro
Wide World Importers;Econômico;117,21;229,9;447;Desktop
Wide World Importers;Econômico;137,6;269,9;448;Desktop
Wide World Importers;Econômico;112,14;219,95;452;Desktop
Wide World Importers;Econômico;117,21;229,9;453;Desktop
Wide World Importers;Econômico;137,6;269,9;454;Desktop
Wide World Importers;Econômico;112,14;219,95;457;Desktop
Wide World Importers;Econômico;117,21;229,9;458;Desktop
Wide World Importers;Econômico;137,6;269,9;459;Desktop
Wide World Importers;Econômico;152,9;299,9;460;Desktop
Proseware;Econômico;63,92;139;467;Monitor
Fabrikam;Econômico;138,88;302;1110;Câmera Digital SLR
Fabrikam;Econômico;150,84;328;1111;Câmera Digital SLR
Adventure Works;Econômico;22,86;69;514;Monitor
Adventure Works;Econômico;30,08;59;515;Monitor
Adventure Works;Econômico;29,82;90;516;Monitor
Wide World Importers;Econômico;70,87;139;523;Monitor
The Phone Company;Econômico;65,77;129;1470;Tablet
The Phone Company;Econômico;86,91;189;1457;Smartphone
The Phone Company;Econômico;91,97;200;1458;Smartphone
The Phone Company;Econômico;65,77;129;1490;Tablet
Fabrikam;Econômico;171,3;336;351;Laptop
Fabrikam;Econômico;163,15;320;352;Laptop
Fabrikam;Econômico;168,24;330;357;Laptop
Fabrikam;Econômico;166,2;326;358;Laptop
Adventure Works;Econômico;166,2;326;367;Laptop
Adventure Works;Econômico;166,2;326;373;Laptop
Adventure Works;Econômico;166,2;326;379;Laptop
Wide World Importers;Econômico;87,37;190;620;Projetor
Wide World Importers;Econômico;70,87;139;621;Projetor
Wide World Importers;Econômico;87,37;190;631;Projetor
Wide World Importers;Econômico;70,87;139;632;Projetor
Adventure Works;Econômico;166,2;326;385;Laptop
Wide World Importers;Econômico;166,2;326;395;Laptop
Wide World Importers;Econômico;166,2;326;401;Laptop
Proseware;Econômico;166,2;326;409;Laptop
Proseware;Econômico;166,2;326;415;Laptop
Adventure Works;Econômico;137,63;269,95;418;Desktop
Adventure Works;Econômico;137,63;269,95;424;Desktop
Wide World Importers;Econômico;112,14;219,95;440;Desktop
Wide World Importers;Econômico;117,21;229,9;441;Desktop
Wide World Importers;Econômico;137,6;269,9;442;Desktop
Wide World Importers;Econômico;112,14;219,95;446;Desktop
Proseware;Econômico;50,47;99;469;Monitor
Proseware;Econômico;65,77;129;470;Monitor
Proseware;Econômico;50,47;99;471;Monitor
Proseware;Econômico;35,18;69;472;Monitor
Proseware;Econômico;30,08;59;473;Monitor
Proseware;Econômico;24,98;49;474;Monitor
Proseware;Econômico;63,92;139;481;Monitor
Proseware;Econômico;50,47;99;483;Monitor
Proseware;Econômico;65,77;129;484;Monitor
Proseware;Econômico;50,47;99;485;Monitor
Proseware;Econômico;35,18;69;486;Monitor
Proseware;Econômico;30,08;59;487;Monitor
Proseware;Econômico;24,98;49;488;Monitor
Adventure Works;Econômico;70,87;139;495;Monitor
Adventure Works;Econômico;50,47;99;497;Monitor
Adventure Works;Econômico;65,77;129;498;Monitor
Adventure Works;Econômico;50,47;99;499;Monitor
Adventure Works;Econômico;22,86;69;500;Monitor
Adventure Works;Econômico;30,08;59;501;Monitor
Adventure Works;Econômico;29,82;90;502;Monitor
Adventure Works;Econômico;70,87;139;509;Monitor
Adventure Works;Econômico;50,47;99;511;Monitor
Adventure Works;Econômico;65,77;129;512;Monitor
Adventure Works;Econômico;50,47;99;513;Monitor
Wide World Importers;Econômico;50,47;99;525;Monitor
Wide World Importers;Econômico;65,77;129;526;Monitor
Wide World Importers;Econômico;50,47;99;527;Monitor
Wide World Importers;Econômico;70,87;139;534;Monitor
Wide World Importers;Econômico;50,47;99;536;Monitor
Wide World Importers;Econômico;65,77;129;537;Monitor
Wide World Importers;Econômico;50,47;99;538;Monitor
Proseware;Econômico;87,37;190;548;Projetor
Proseware;Econômico;70,87;139;549;Projetor
Proseware;Econômico;55,57;109;550;Projetor
Proseware;Econômico;87,37;190;560;Projetor
Proseware;Econômico;70,87;139;561;Projetor
Proseware;Econômico;55,57;109;562;Projetor
Proseware;Econômico;87,37;190;572;Projetor
Proseware;Econômico;70,87;139;573;Projetor
Proseware;Econômico;55,57;109;574;Projetor
Proseware;Econômico;52;102;665;Impressora, Scanner & Fax
Proseware;Econômico;40,28;79;673;Impressora, Scanner & Fax
Proseware;Econômico;44,36;87;676;Impressora, Scanner & Fax
Proseware;Econômico;40,28;79;702;Impressora, Scanner & Fax
Proseware;Econômico;44,36;87;705;Impressora, Scanner & Fax
Proseware;Econômico;40,28;79;706;Impressora, Scanner & Fax
Proseware;Econômico;46,39;91;707;Impressora, Scanner & Fax
Proseware;Econômico;39,77;78;708;Impressora, Scanner & Fax
Proseware;Econômico;52;102;723;Impressora, Scanner & Fax
Proseware;Econômico;52;102;742;Impressora, Scanner & Fax
Southridge Video;Econômico;22,43;44;899;Acessório para Computador
Southridge Video;Econômico;22,43;44;900;Acessório para Computador
Southridge Video;Econômico;22,43;44;901;Acessório para Computador
Southridge Video;Econômico;0,48;0,95;919;Acessório para Computador
